time_sec,command,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy
16.785,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.792,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.129,,-2.437,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.005,-0.005,0.017,-0.020
17.131,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.133,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.135,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.138,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.142,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.144,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.169,,-2.437,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.005,-0.005,0.017,-0.020
17.173,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.175,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.178,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.180,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.181,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.183,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.527,,1.454,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,-0.017,0.002
17.529,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.531,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.533,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.535,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.537,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.538,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.564,,1.454,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,-0.017,0.002
17.565,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.568,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.569,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.570,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.573,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.574,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.929,,0.499,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.000,-0.002,-0.006,0.011
17.931,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.934,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.935,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.937,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.938,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.939,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.964,,0.499,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.000,-0.002,-0.006,0.011
17.966,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.969,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.971,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.973,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.975,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.978,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.323,,-2.159,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,0.009,-0.006
18.325,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.328,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.331,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.333,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.335,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.336,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.363,,-2.159,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,0.009,-0.006
18.367,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.370,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.372,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.373,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.375,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.377,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.723,,0.871,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,-0.019,0.016
18.725,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.727,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.729,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.730,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.732,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.736,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.762,,0.871,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,-0.019,0.016
18.765,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.766,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.768,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.770,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.771,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.773,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.132,,2.820,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.000,-0.001,-0.004,-0.012
19.135,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.137,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.139,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.141,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.143,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.144,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.168,,2.820,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.000,-0.001,-0.004,-0.012
19.171,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.174,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.179,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.188,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.192,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.196,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.527,,-0.540,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.004,-0.002,0.006,0.010
19.529,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.531,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.532,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.533,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.534,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.536,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.561,,-0.540,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.004,-0.002,0.006,0.010
19.563,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.565,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.567,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.569,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.571,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.574,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.928,,1.951,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.004,-0.003,-0.005,-0.002
19.930,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.932,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.934,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.935,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.937,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.938,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.965,,1.951,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.004,-0.003,-0.005,-0.002
19.968,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.971,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.974,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.977,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.979,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.980,CLOSE_26,,,,,,,,,,,,,,,,,,,,
20.324,,0.983,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,-0.015,0.010
20.325,CLOSE_22,,,,,,,,,,,,,,,,,,,,
20.328,CLOSE_24,,,,,,,,,,,,,,,,,,,,
20.329,CLOSE_26,,,,,,,,,,,,,,,,,,,,
20.330,CLOSE_22,,,,,,,,,,,,,,,,,,,,
20.331,CLOSE_24,,,,,,,,,,,,,,,,,,,,
20.332,CLOSE_26,,,,,,,,,,,,,,,,,,,,
20.361,,0.983,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,-0.015,0.010
20.365,CLOSE_22,,,,,,,,,,,,,,,,,,,,
20.367,CLOSE_24,,,,,,,,,,,,,,,,,,,,
20.371,CLOSE_26,,,,,,,,,,,,,,,,,,,,
20.372,CLOSE_22,,,,,,,,,,,,,,,,,,,,
20.374,CLOSE_24,,,,,,,,,,,,,,,,,,,,
20.375,CLOSE_26,,,,,,,,,,,,,,,,,,,,
20.723,,1.446,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.000,-0.001,-0.016,0.002
20.727,CLOSE_22,,,,,,,,,,,,,,,,,,,,
20.730,CLOSE_24,,,,,,,,,,,,,,,,,,,,
20.732,CLOSE_26,,,,,,,,,,,,,,,,,,,,
20.735,CLOSE_22,,,,,,,,,,,,,,,,,,,,
20.738,CLOSE_24,,,,,,,,,,,,,,,,,,,,
20.740,CLOSE_26,,,,,,,,,,,,,,,,,,,,
20.765,,1.446,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.000,-0.001,-0.016,0.002
20.767,CLOSE_22,,,,,,,,,,,,,,,,,,,,
20.769,CLOSE_24,,,,,,,,,,,,,,,,,,,,
20.772,CLOSE_26,,,,,,,,,,,,,,,,,,,,
20.774,CLOSE_22,,,,,,,,,,,,,,,,,,,,
20.776,CLOSE_24,,,,,,,,,,,,,,,,,,,,
20.778,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.129,,2.761,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.003,-0.002,-0.002,-0.005
21.131,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.132,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.134,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.136,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.138,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.139,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.164,,2.761,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.003,-0.002,-0.002,-0.005
21.167,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.170,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.172,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.175,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.176,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.178,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.529,,-0.197,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.005,-0.005,0.001,0.005
21.532,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.536,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.538,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.540,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.541,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.543,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.575,,-0.197,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.005,-0.005,0.001,0.005
21.577,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.580,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.589,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.591,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.600,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.608,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.940,,1.326,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.005,-0.005,-0.004,0.001
21.943,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.945,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.955,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.961,CLOSE_22,,,,,,,,,,,,,,,,,,,,
21.966,CLOSE_24,,,,,,,,,,,,,,,,,,,,
21.970,CLOSE_26,,,,,,,,,,,,,,,,,,,,
21.995,,1.326,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.005,-0.005,-0.004,0.001
21.999,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.003,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.006,CLOSE_26,,,,,,,,,,,,,,,,,,,,
22.009,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.013,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.017,CLOSE_26,,,,,,,,,,,,,,,,,,,,
22.323,,2.498,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.004,-0.005,-0.006,-0.008
22.327,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.329,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.330,CLOSE_26,,,,,,,,,,,,,,,,,,,,
22.332,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.333,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.336,CLOSE_26,,,,,,,,,,,,,,,,,,,,
22.361,,2.498,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.004,-0.005,-0.006,-0.008
22.364,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.368,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.370,CLOSE_26,,,,,,,,,,,,,,,,,,,,
22.371,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.372,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.373,CLOSE_26,,,,,,,,,,,,,,,,,,,,
22.724,,0.464,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,-0.009,0.018
22.727,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.729,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.732,CLOSE_26,,,,,,,,,,,,,,,,,,,,
22.735,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.737,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.740,CLOSE_26,,,,,,,,,,,,,,,,,,,,
22.765,,0.464,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,-0.009,0.018
22.766,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.768,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.770,CLOSE_26,,,,,,,,,,,,,,,,,,,,
22.773,CLOSE_22,,,,,,,,,,,,,,,,,,,,
22.775,CLOSE_24,,,,,,,,,,,,,,,,,,,,
22.777,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.130,,-1.951,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,0.005,-0.002
23.134,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.136,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.139,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.142,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.146,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.150,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.175,,-1.951,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,0.005,-0.002
23.177,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.180,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.183,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.186,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.187,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.189,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.526,,0.611,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,-0.007,0.010
23.529,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.531,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.534,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.535,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.537,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.538,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.562,,0.611,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,-0.007,0.010
23.564,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.566,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.568,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.569,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.571,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.572,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.929,,-2.622,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.004,-0.004,0.008,-0.014
23.931,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.934,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.936,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.938,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.940,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.942,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.968,,-2.622,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.004,-0.004,0.008,-0.014
23.971,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.973,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.974,CLOSE_26,,,,,,,,,,,,,,,,,,,,
23.975,CLOSE_22,,,,,,,,,,,,,,,,,,,,
23.976,CLOSE_24,,,,,,,,,,,,,,,,,,,,
23.978,CLOSE_26,,,,,,,,,,,,,,,,,,,,
24.323,,1.310,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.004,-0.015,0.004
24.326,CLOSE_22,,,,,,,,,,,,,,,,,,,,
24.328,CLOSE_24,,,,,,,,,,,,,,,,,,,,
24.329,CLOSE_26,,,,,,,,,,,,,,,,,,,,
24.331,CLOSE_22,,,,,,,,,,,,,,,,,,,,
24.333,CLOSE_24,,,,,,,,,,,,,,,,,,,,
24.336,CLOSE_26,,,,,,,,,,,,,,,,,,,,
24.363,,1.310,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.004,-0.015,0.004
24.365,CLOSE_22,,,,,,,,,,,,,,,,,,,,
24.366,CLOSE_24,,,,,,,,,,,,,,,,,,,,
24.369,CLOSE_26,,,,,,,,,,,,,,,,,,,,
24.371,CLOSE_22,,,,,,,,,,,,,,,,,,,,
24.373,CLOSE_24,,,,,,,,,,,,,,,,,,,,
24.374,CLOSE_26,,,,,,,,,,,,,,,,,,,,
24.724,,-0.464,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.000,-0.002,0.004,0.008
24.726,CLOSE_22,,,,,,,,,,,,,,,,,,,,
24.727,CLOSE_24,,,,,,,,,,,,,,,,,,,,
24.729,CLOSE_26,,,,,,,,,,,,,,,,,,,,
24.731,CLOSE_22,,,,,,,,,,,,,,,,,,,,
24.732,CLOSE_24,,,,,,,,,,,,,,,,,,,,
24.734,CLOSE_26,,,,,,,,,,,,,,,,,,,,
24.758,,-0.464,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.000,-0.002,0.004,0.008
24.760,CLOSE_22,,,,,,,,,,,,,,,,,,,,
24.761,CLOSE_24,,,,,,,,,,,,,,,,,,,,
24.762,CLOSE_26,,,,,,,,,,,,,,,,,,,,
24.763,CLOSE_22,,,,,,,,,,,,,,,,,,,,
24.764,CLOSE_24,,,,,,,,,,,,,,,,,,,,
